3729 BALBOA ST,Purusha Yoga,37.77539588, -122.49886680,SIDEWALK,0,0,IN_PROGRESS
3701 BALBOA ST,Bank of America,37.775408, -122.498591,SIDEWALK,0,0,IN_PROGRESS
2601 40TH AVE,South Sunset Playground,37.737387, -122.498452,SIDEWALK,1,2,IN_PROGRESS
3319 BALBOA ST,Shanghai Dumpling King,37.775596, -122.494492,SIDEWALK,0,0,IN_PROGRESS
2319 TARAVAL ST,Costello's Four Deuces,37.742123, -122.491129,SIDEWALK,0,0,IN_PROGRESS
741 30TH AVE,Richmond District Neighborhood Center,37.77509971, -122.49028312,SIDEWALK,0,0,IN_PROGRESS
2201 LAWTON ST,Sunset Recreation Center,37.75658875, -122.48684699,SIDEWALK,0,0,IN_PROGRESS
1716 TARAVAL ST,Versus Games,37.742902, -122.484688,SIDEWALK,0,0,IN_PROGRESS
1605 TARAVAL ST,Bloom,37.74256657, -122.48340250,SIDEWALK,0,0,IN_PROGRESS
6000 CALIFORNIA ST,Angelina's Deli Cafe,37.784224, -122.481987,SIDEWALK,0,0,IN_PROGRESS
6001 CALIFORNIA ST,6001 California,37.783775, -122.481961,SIDEWALK,0,0,IN_PROGRESS
2345 24TH AVE,SFPD Taraval Station,37.743734, -122.481461,SIDEWALK,0,0,IN_PROGRESS
1400 JUDAH ST,Wah Mei Preschool,37.76186074, -122.47736908,SIDEWALK,0,0,IN_PROGRESS
755 STANYAN ST,Kezar Pavilion,37.766355, -122.476896,SIDEWALK,0,0,IN_PROGRESS
1325 18TH AVE,Jefferson CDC (SA),37.76296657, -122.47654112,SIDEWALK,0,0,IN_PROGRESS
3355 19TH AVE,Temple Baptist Church,37.728502, -122.475241,SIDEWALK,1,0,IN_PROGRESS
1408 CLEMENT ST,Heartbaker Bakery,37.782751, -122.474399,SIDEWALK,0,0,IN_PROGRESS
300 FUNSTON AVE,Internet Archive,37.782308, -122.471711,PARKING_LANE,0,0,IN_PROGRESS
850 JUDAH ST,St. Anne of the Sunset Catholic Church,37.762226, -122.471280,SIDEWALK,0,0,IN_PROGRESS
4089 19TH AVE,Oceanview Laundromat,37.714472, -122.470277,SIDEWALK,0,0,IN_PROGRESS
385 WEST PORTAL AVE,Clay Oven Indian Restaurant,37.736619, -122.470178,SIDEWALK,0,0,IN_PROGRESS
328 WEST PORTAL AVE,The Dubliner,37.737803, -122.469714,SIDEWALK,0,0,IN_PROGRESS
300 WEST PORTAL AVE,Thriveability Yoga Studio,37.738032, -122.469444,SIDEWALK,0,0,IN_PROGRESS
733 RANDOLPH ST,Norman's Liquor and Grocery,37.714080, -122.469394,SIDEWALK,0,0,IN_PROGRESS
2377 OCEAN AVE,Tanning Salon,37.729744, -122.469356,SIDEWALK,0,0,IN_PROGRESS
243 WEST PORTAL AVE,Walter Adams Framing,37.738325, -122.468177,SIDEWALK,0,0,IN_PROGRESS
520 RANDOLPH ST,Cortez Cleaners,37.714517, -122.467506,SIDEWALK,0,0,IN_PROGRESS
161 WEST PORTAL AVE,West Portal Cleaning Center,37.739009, -122.467365,SIDEWALK,0,0,IN_PROGRESS
157 WEST PORTAL AVE,Face to Face,37.739009, -122.467365,SIDEWALK,0,0,IN_PROGRESS
98 WEST PORTAL AVE,Chase Bank,37.740068, -122.467059,SIDEWALK,0,0,IN_PROGRESS
123 WEST PORTAL AVE,Radio Shack ,37.739334, -122.466980,SIDEWALK,0,0,IN_PROGRESS
111 WEST PORTAL AVE,GG's Flower Shop,37.739334, -122.466980,SIDEWALK,0,0,IN_PROGRESS
80 WEST PORTAL AVE,Bookshop West Portal ,37.740149, -122.466963,SIDEWALK,0,0,IN_PROGRESS
68 WEST PORTAL AVE,Market & Rye,37.740248, -122.466846,SIDEWALK,0,0,IN_PROGRESS
62 WEST PORTAL AVE,?,37.740248, -122.466846,SIDEWALK,0,0,IN_PROGRESS
103 WEST PORTAL AVE,Grateful Head ,37.739447, -122.466836,SIDEWALK,0,0,IN_PROGRESS
60 WEST PORTAL AVE,Bursa,37.740363, -122.466748,SIDEWALK,0,0,IN_PROGRESS
1235 09TH AVE,Daily Health Food & Deli,37.765269, -122.466727,SIDEWALK,0,0,IN_PROGRESS
1233 09TH AVE,Jenny's Burgers,37.765269, -122.466727,SIDEWALK,0,0,IN_PROGRESS
1239 09TH AVE,Gordo Taqueria,37.765201, -122.466722,SIDEWALK,0,0,IN_PROGRESS
1243 09TH AVE,Marnee Thai,37.765132, -122.466717,SIDEWALK,0,0,IN_PROGRESS
1245 09TH AVE,Transcendental Meditation,37.765064, -122.466712,SIDEWALK,0,0,IN_PROGRESS
1257 09TH AVE,Vacation Rental Apartments by Golden Gate Park,37.764858, -122.466698,SIDEWALK,0,0,IN_PROGRESS
1259 09TH AVE,San Francisco Honda Ninth Avenue Service Center,37.764755, -122.466691,SIDEWALK,0,0,IN_PROGRESS
1215 09TH AVE,Kate McIntyre State Farm,37.765653, -122.466601,SIDEWALK,0,0,IN_PROGRESS
1201 09TH AVE,Park Gyros,37.765653, -122.466601,SIDEWALK,0,0,IN_PROGRESS
1349 09TH AVE,Pierre's Auto Body ,37.763127, -122.466577,SIDEWALK,0,0,IN_PROGRESS
400 RANDOLPH ST,Pilgrim Community Church,37.714524, -122.466563,SIDEWALK,0,0,IN_PROGRESS
36 WEST PORTAL AVE,West Portal Daily,37.740545, -122.466552,SIDEWALK,0,0,IN_PROGRESS
32 WEST PORTAL AVE,Papenhausen Hardware,37.740598, -122.466497,SIDEWALK,0,0,IN_PROGRESS
24 WEST PORTAL AVE,Fresca,37.74067820, -122.46641550,SIDEWALK,0,0,IN_PROGRESS
26 WEST PORTAL AVE,West Portal Family Dentistry,37.740678, -122.466416,SIDEWALK,0,0,IN_PROGRESS
69 WEST PORTAL AVE,Mozarella Di Bufala Pizza,37.73996228, -122.46636617,SIDEWALK,0,0,IN_PROGRESS
79 WEST PORTAL AVE,West Portal Shoe Service,37.73976604, -122.46630857,SIDEWALK,0,0,IN_PROGRESS
61 WEST PORTAL AVE,Goodwill Boutique,37.74001551, -122.46623082,SIDEWALK,0,0,IN_PROGRESS
59 WEST PORTAL AVE,Supercuts,37.74001551, -122.46623082,SIDEWALK,0,0,IN_PROGRESS
1236 09TH AVE,Misdirections Magic Shop,37.765259, -122.466067,SIDEWALK,0,0,IN_PROGRESS
1248 09TH AVE,Sunset Stationers,37.765019, -122.466050,SIDEWALK,0,0,IN_PROGRESS
53 WEST PORTAL AVE,Roti Indian Bistro,37.74007218, -122.46604744,SIDEWALK,0,0,IN_PROGRESS
1256 09TH AVE,Alaya,37.764884, -122.466041,SIDEWALK,0,0,IN_PROGRESS
1260 09TH AVE,Strybing Arboretum Society,37.764815, -122.466036,SIDEWALK,0,0,IN_PROGRESS
29 WEST PORTAL AVE,Tibors Fine Jewelry,37.74036449, -122.46585218,SIDEWALK,0,0,IN_PROGRESS
25 WEST PORTAL AVE,Eezy Freezy,37.74036449, -122.46585218,SIDEWALK,0,0,IN_PROGRESS
450 07TH AVE,Muriel Leff Mini-Park,37.77978842, -122.46559413,SIDEWALK,0,0,IN_PROGRESS
301 RANDOLPH ST,Brotherhood Market and Deli,37.714139, -122.465531,SIDEWALK,0,0,IN_PROGRESS
250 RANDOLPH ST,Laundromat,37.714447, -122.465111,SIDEWALK,0,0,IN_PROGRESS
251 06TH AVE,Peabody Elementary School,37.78393400, -122.46479400,SIDEWALK,0,0,IN_PROGRESS
461 06TH AVE,SFPD Richmond Station,37.780001, -122.464749,SIDEWALK,0,0,IN_PROGRESS
309 06TH AVE,Little Vietnam Cafe,37.78269264, -122.46458189,SIDEWALK,0,0,IN_PROGRESS
110 06TH AVE #6,Ro Caf̩,37.786435, -122.464499,SIDEWALK,0,0,IN_PROGRESS
651 06TH AVE,Frank McCoppin (SA) CDC,37.776311, -122.464480,SIDEWALK,0,0,IN_PROGRESS
5 LENOX WAY,West Portal School,37.742874, -122.464349,SIDEWALK,0,0,IN_PROGRESS
550 IRVING ST,G-O glow,37.764304, -122.463898,SIDEWALK,0,0,IN_PROGRESS
524 IRVING ST,Loving Hut ,37.76442000, -122.46361225,SIDEWALK,0,0,IN_PROGRESS
3944 GEARY BLVD,Genki Ramen,37.781438, -122.461866,SIDEWALK,0,0,IN_PROGRESS
200 CLEMENT ST,Cumaica Coffee,37.783334, -122.461400,PARKING_LANE,0,0,IN_PROGRESS
1720 OCEAN AVE,Elevate Group Fitness,37.724988, -122.460192,SIDEWALK,0,0,IN_PROGRESS
201 BROAD ST,Laundromat,37.712993, -122.459273,SIDEWALK,0,0,IN_PROGRESS
1537 OCEAN AVE,Jojo's Cafe,37.724179, -122.458876,SIDEWALK,0,0,IN_PROGRESS
199 FARALLONES ST,Cosmopolitan Baptist Church,37.713941, -122.458757,SIDEWALK,0,0,IN_PROGRESS
1325 OCEAN AVE,Ingleside Presbyterian Church,37.723696, -122.456658,SIDEWALK,0,0,IN_PROGRESS
201 PLYMOUTH AVE,Courtney Glass,37.712435, -122.456280,SIDEWALK,0,0,IN_PROGRESS
200 PLYMOUTH AVE,Fellowship Urban Outreach,37.712470, -122.455770,SIDEWALK,0,0,IN_PROGRESS
142 PLYMOUTH AVE,Westside Church of Christ,37.712070, -122.455767,SIDEWALK,0,0,IN_PROGRESS
1899 WALLER ST,SFPD Park Station,37.767974, -122.455083,SIDEWALK,0,0,IN_PROGRESS
150 HOLLOWAY AVE,Holloway Market,37.722069, -122.454960,SIDEWALK,0,0,IN_PROGRESS
3580 CALIFORNIA ST,multiple,37.786795, -122.453054,SIDEWALK,0,0,IN_PROGRESS
5925 MISSION ST,Merced Food Service,37.708418, -122.453050,SIDEWALK,0,0,IN_PROGRESS
1950 PAGE ST,Ernest Ingold Boys and Girls Club ,37.77047883, -122.45300099,SIDEWALK,0,0,IN_PROGRESS
3157 GEARY BLVD,Fifty/Fifty Coffee and Tea,37.781440, -122.452952,SIDEWALK,0,0,IN_PROGRESS
401 EUCLID AVE,Laurel Hill Nursery School,37.78379952, -122.45272946,SIDEWALK,0,0,IN_PROGRESS
401 EUCLID AVE,Laurel Hill Nursery School,37.783800, -122.452729,SIDEWALK,0,0,IN_PROGRESS
1811 HAIGHT ST,Murious Trophy Room ,37.769123, -122.452033,SIDEWALK,0,0,IN_PROGRESS
1725 HAIGHT ST,Alembic,37.769210, -122.451206,SIDEWALK,0,0,IN_PROGRESS
925 COLE ST,Pharmaca Integrative Pharmacy,37.765296, -122.450152,SIDEWALK,1,2,IN_PROGRESS
5672 MISSION ST,Pixies,37.710524, -122.448564,SIDEWALK,0,0,IN_PROGRESS
3301 LYON ST,Palace of Fine Arts,37.802902, -122.448346,SIDEWALK,0,0,IN_PROGRESS
800 PRESIDIO AVE,Booker T. Washington Community Service Center,37.784109, -122.445779,SIDEWALK,0,0,IN_PROGRESS
1334 HAIGHT ST,Cannabis Company,37.770634, -122.444269,SIDEWALK,0,0,IN_PROGRESS
1696 HAYES ST,Central Coffee,37.774409, -122.444249,PARKING_LANE,0,0,IN_PROGRESS
5300 MISSION ST,Taqueria Reinas,37.714630, -122.442959,SIDEWALK,0,0,IN_PROGRESS
2863 CALIFORNIA ST,Move-SF,37.787622, -122.441507,SIDEWALK,0,0,IN_PROGRESS
1716 DIVISADERO ST,Cheese Steak Shop,37.785581, -122.439639,SIDEWALK,0,0,IN_PROGRESS
2400 GREENWICH ST,Embrace Health,37.79863796, -122.43933783,SIDEWALK,0,0,IN_PROGRESS
2186 GEARY BLVD,medical complex,37.783699, -122.439293,SIDEWALK,0,0,IN_PROGRESS
4971 MISSION ST,Dream Cloud Vapors,37.718804, -122.438911,SIDEWALK,0,0,IN_PROGRESS
4151 17TH ST,Eureka Market,37.76208982, -122.43855173,SIDEWALK,0,0,IN_PROGRESS
150 EUREKA ST,Metropolitan Community Church,37.759900, -122.438506,SIDEWALK,0,0,IN_PROGRESS
551 DIVISADERO ST,Roland Feller - Violin Makers ,37.774693, -122.438025,SIDEWALK,0,0,IN_PROGRESS
509 DIVISADERO ST,Holy of Holiness,37.774417, -122.438013,SIDEWALK,0,0,IN_PROGRESS
507 DIVISADERO ST,Wine Kitchen ,37.774349, -122.437999,SIDEWALK,0,0,IN_PROGRESS
560 DIVISADERO ST,Nopa,37.774834, -122.437469,SIDEWALK,0,0,IN_PROGRESS
542 DIVISADERO ST,Tae Hee's Grooming Pet Supply ,37.774704, -122.437400,SIDEWALK,0,0,IN_PROGRESS
530 DIVISADERO ST,The Postal Chase ,37.774570, -122.437371,SIDEWALK,0,0,IN_PROGRESS
518 DIVISADERO ST,Citi Beauty Skin Care ,37.774432, -122.437343,SIDEWALK,0,0,IN_PROGRESS
512 DIVISADERO ST,SF Hardware ,37.774364, -122.437330,SIDEWALK,0,0,IN_PROGRESS
536 DIVISADERO ST,Budget Cleaners ,37.774644, -122.437271,SIDEWALK,0,0,IN_PROGRESS
2299 UNION ST,Marina Subs,37.796788, -122.436833,SIDEWALK,0,0,IN_PROGRESS
2277 UNION ST,meggie.,37.796788, -122.436833,SIDEWALK,0,0,IN_PROGRESS
2278 UNION ST,Danielle,37.797139, -122.436803,SIDEWALK,0,0,IN_PROGRESS
117 DIAMOND ST,USPS,37.760124, -122.436799,SIDEWALK,1,2,IN_PROGRESS
4201 18TH ST,Mollie Stone's,37.760613, -122.436414,SIDEWALK,0,0,IN_PROGRESS
2250 UNION ST,Union Street Dental Center,37.797261, -122.436390,SIDEWALK,0,0,IN_PROGRESS
2205 UNION ST,Le Bouquet,37.796917, -122.435688,SIDEWALK,0,0,IN_PROGRESS
2203 UNION ST,Images for Hair,37.796917, -122.435688,SIDEWALK,0,0,IN_PROGRESS
2201 UNION ST,Pacific Puffs,37.796917, -122.435688,SIDEWALK,0,0,IN_PROGRESS
#REF!,Radio Shack ,37.72436352, -122.43540768,SIDEWALK,0,0,IN_PROGRESS
2120 SUTTER ST,Song Tea & Ceramics,37.786049, -122.435406,SIDEWALK,0,,IN_PROGRESS
2198 UNION ST,Michaelis Wine & Spirits,37.797280, -122.435365,SIDEWALK,0,0,IN_PROGRESS
#REF!,El Chico Produce,37.72459848, -122.43522901,SIDEWALK,0,0,IN_PROGRESS
2184 UNION ST,Umami Burger,37.797348, -122.435160,SIDEWALK,0,0,IN_PROGRESS
2174 UNION ST,American Apparel,37.797430, -122.435061,SIDEWALK,0,0,IN_PROGRESS
2165 UNION ST,La Bella Crepe,37.796932, -122.434883,SIDEWALK,0,0,IN_PROGRESS
2110 GREENWICH ST,Tule Elk Park CDC (PreK & SA),37.799343, -122.434862,SIDEWALK,0,0,IN_PROGRESS
429 CASTRO ST,Castro Theatre,37.762013, -122.434696,SIDEWALK,0,0,IN_PROGRESS
2140 UNION ST,The Brixton,37.797494, -122.434566,SIDEWALK,0,0,IN_PROGRESS
2136 UNION ST,La Cucina,37.797494, -122.434566,SIDEWALK,0,0,IN_PROGRESS
2124 UNION ST,Vivo,37.797513, -122.434412,SIDEWALK,0,0,IN_PROGRESS
2133 UNION ST,La Bella Crepe,37.797032, -122.434342,SIDEWALK,0,0,IN_PROGRESS
2127 UNION ST,Union B,37.797046, -122.434235,SIDEWALK,0,0,IN_PROGRESS
#REF!,Kim K Dry Cleaners & Laundry,37.72501863, -122.43421034,SIDEWALK,0,0,IN_PROGRESS
#REF!,Cones n Cakes Mocha Chaca,37.72615826, -122.43405061,SIDEWALK,0,0,IN_PROGRESS
4555 MISSION ST,Casa Lucaz #3 ,37.725283, -122.434010,SIDEWALK,0,0,IN_PROGRESS
3735 BUCHANAN ST,Starbucks,37.80439603, -122.43389351,SIDEWALK,0,0,IN_PROGRESS
2060 UNION ST,Fog City Leather,37.797660, -122.433257,SIDEWALK,0,0,IN_PROGRESS
1125 FILLMORE ST,SFPD Northern Station,37.780053, -122.432945,SIDEWALK,0,0,IN_PROGRESS
2298 MARKET ST,Cafe Flore,37.764657, -122.432944,PARKING_LANE,0,0,IN_PROGRESS
4042 24TH ST,Patxi's Pizza,37.751612, -122.432872,SIDEWALK,0,0,IN_PROGRESS
2030 UNION ST,Hutong,37.797675, -122.432703,SIDEWALK,0,0,IN_PROGRESS
2001 UNION ST,Hunan Empire,37.797184, -122.432486,SIDEWALK,0,0,IN_PROGRESS
2000 UNION ST,Cafe des Amis,37.797682, -122.432455,SIDEWALK,0,0,IN_PROGRESS
598 CHENERY ST,Destination Baking Company,37.734740, -122.432285,SIDEWALK,0,0,IN_PROGRESS
1860 LOMBARD ST,Perfect Fit,37.800562, -122.432171,SIDEWALK,0,0,IN_PROGRESS
2100 WEBSTER ST,California Pacific Medical Center,37.790526, -122.432140,SIDEWALK,0,0,IN_PROGRESS
1998 UNION ST,Cultive Frozen Yogurt,37.797698, -122.432070,SIDEWALK,0,0,IN_PROGRESS
1996 UNION ST,Red Union Hair Salon,37.797698, -122.432070,SIDEWALK,0,0,IN_PROGRESS
1994 UNION ST,Juice Stop,37.797698, -122.432070,SIDEWALK,0,0,IN_PROGRESS
1995 UNION ST,Bank of America,37.797305, -122.431947,SIDEWALK,0,0,IN_PROGRESS
1980 UNION ST,Bar None,37.797761, -122.431913,SIDEWALK,0,0,IN_PROGRESS
1290 FILLMORE ST,West Bay Conference Center,37.781276, -122.431840,SIDEWALK,0,0,IN_PROGRESS
1974 UNION ST,Lucy Activewear,37.797849, -122.431769,SIDEWALK,0,0,IN_PROGRESS
1964 UNION ST,Artisans of San Francisco,37.797860, -122.431678,SIDEWALK,0,0,IN_PROGRESS
1979 UNION ST,The Blue Light,37.797344, -122.431639,SIDEWALK,0,0,IN_PROGRESS
1977 UNION ST,High Society,37.797344, -122.431639,SIDEWALK,0,0,IN_PROGRESS
2 SANCHEZ ST,Duboce Park Cafe,37.769161, -122.431623,PARKING_LANE,0,0,IN_PROGRESS
1954 UNION ST,Lashfully,37.797883, -122.431502,SIDEWALK,0,0,IN_PROGRESS
1952 UNION ST,State Farm Insurance,37.797883, -122.431502,SIDEWALK,0,0,IN_PROGRESS
1957 UNION ST,Spuntino di Ottimista,37.797400, -122.431475,SIDEWALK,0,0,IN_PROGRESS
1945 UNION ST,Puffin's,37.797391, -122.431271,SIDEWALK,0,0,IN_PROGRESS
1933 UNION ST,Plumberry Nail Spa,37.797407, -122.431143,SIDEWALK,0,0,IN_PROGRESS
1931 UNION ST,La Bijouterie,37.797418, -122.431057,SIDEWALK,0,0,IN_PROGRESS
1919 UNION ST,American Cupcakes,37.797429, -122.430972,SIDEWALK,0,0,IN_PROGRESS
1900 UNION ST,Wells Fargo,37.797906, -122.430828,SIDEWALK,0,0,IN_PROGRESS
3901 18TH ST,Urban Bread ,37.761018, -122.430785,SIDEWALK,0,0,IN_PROGRESS
1901 UNION ST,Bus Stop Bar,37.797535, -122.430709,SIDEWALK,0,0,IN_PROGRESS
4218 MISSION ST,The Green Cross,37.729774, -122.430645,SIDEWALK,0,0,IN_PROGRESS
548 FILLMORE ST,The Center SF,37.774545, -122.430617,SIDEWALK,0,0,IN_PROGRESS
2031 BUSH ST,Nihonmachi Little Friends,37.787090, -122.430590,SIDEWALK,0,0,IN_PROGRESS
1830 SUTTER ST,Nihonmachi Little Friends,37.786717, -122.430560,SIDEWALK,0,0,IN_PROGRESS
1898 UNION ST,Stuart Moore Gallery of Jewelry,37.797916, -122.430400,SIDEWALK,0,0,IN_PROGRESS
1899 UNION ST,Starbucks,37.797543, -122.430316,SIDEWALK,0,0,IN_PROGRESS
1889 UNION ST,Berenice Hair Saloon,37.797543, -122.430316,SIDEWALK,0,0,IN_PROGRESS
1878 UNION ST,Laser Away,37.797990, -122.430232,SIDEWALK,0,0,IN_PROGRESS
1872 UNION ST,David Clay Jewelers,37.798000, -122.430154,SIDEWALK,0,0,IN_PROGRESS
1877 UNION ST,A Valente and Sons,37.797570, -122.430100,SIDEWALK,0,0,IN_PROGRESS
1870 UNION ST,LF Stores,37.798047, -122.430074,SIDEWALK,0,0,IN_PROGRESS
1875 UNION ST,Lightning Tavern,37.797500, -122.430000,SIDEWALK,0,0,IN_PROGRESS
1864 UNION ST,Ambiance,37.798075, -122.429992,SIDEWALK,0,0,IN_PROGRESS
1869 UNION ST,Jest Jewels,37.797511, -122.429915,SIDEWALK,0,0,IN_PROGRESS
1858 UNION ST,Ambiance,37.798087, -122.429898,SIDEWALK,0,0,IN_PROGRESS
1861 UNION ST,Eurasian Interiors,37.797522, -122.429830,SIDEWALK,0,0,IN_PROGRESS
1851 UNION ST,Luisa's Restaurant,37.797532, -122.429744,SIDEWALK,0,0,IN_PROGRESS
1850 UNION ST,A Day in May,37.798215, -122.429724,SIDEWALK,0,0,IN_PROGRESS
1840 UNION ST,Itoya Topdrawer,37.798055, -122.429704,SIDEWALK,0,0,IN_PROGRESS
1838 UNION ST,Ottimista Enoteca-Cafe,37.798060, -122.429704,SIDEWALK,0,0,IN_PROGRESS
1846 UNION ST,Chronicle Books,37.798060, -122.429704,SIDEWALK,0,0,IN_PROGRESS
1849 UNION ST,Bistro Unique SF,37.797542, -122.429666,SIDEWALK,0,0,IN_PROGRESS
325 SANCHEZ ST,Sanchez Elementary School,37.763542, -122.429646,SIDEWALK,0,0,IN_PROGRESS
1843 UNION ST,Marmalade Boutiques,37.797557, -122.429554,SIDEWALK,0,0,IN_PROGRESS
1830 UNION ST,Caffe Union,37.798080, -122.429546,SIDEWALK,0,0,IN_PROGRESS
1824 UNION ST,Chloe Rose,37.798137, -122.429444,SIDEWALK,0,0,IN_PROGRESS
1828 UNION ST,Sprout San Francisco,37.798137, -122.429444,SIDEWALK,0,0,IN_PROGRESS
1827 UNION ST,The Blue Jeans Bar,37.797666, -122.429382,SIDEWALK,0,0,IN_PROGRESS
172 CHURCH ST,Golden Produce Market,37.768171, -122.429378,SIDEWALK,0,0,IN_PROGRESS
1814 UNION ST,vacant,37.798081, -122.429320,SIDEWALK,0,0,IN_PROGRESS
1825 UNION ST,SKIN Medical Spa,37.797565, -122.429293,SIDEWALK,0,0,IN_PROGRESS
1823 UNION ST,BCBG,37.797565, -122.429293,SIDEWALK,0,0,IN_PROGRESS
1810 UNION ST,Bare by Tru,37.798093, -122.429220,SIDEWALK,0,0,IN_PROGRESS
1808 UNION ST,The Red Chair Saloon,37.798093, -122.429220,SIDEWALK,0,0,IN_PROGRESS
1806 UNION ST,Cow Hollow Dental Center,37.798093, -122.429220,SIDEWALK,0,0,IN_PROGRESS
1809 UNION ST,Capannia,37.797693, -122.429173,SIDEWALK,0,0,IN_PROGRESS
1799 UNION ST,Veo Optics,37.797780, -122.428706,SIDEWALK,0,0,IN_PROGRESS
1700 SUTTER ST,Nihonmachi Little Friends,37.786920, -122.428686,SIDEWALK,0,0,IN_PROGRESS
1786 UNION ST,Sophia Knight,37.798169, -122.428678,SIDEWALK,0,0,IN_PROGRESS
1784 UNION ST,Dantone Boutiques,37.798169, -122.428678,SIDEWALK,0,0,IN_PROGRESS
1787 UNION ST,The Brick Yard Restaurant and Bar,37.797759, -122.428617,SIDEWALK,0,0,IN_PROGRESS
3809 18TH ST,Jeffrey's Natural Pet Foods,37.761084, -122.428608,SIDEWALK,0,0,IN_PROGRESS
1776 UNION ST,multiple,37.798225, -122.428514,SIDEWALK,0,0,IN_PROGRESS
1772 UNION ST,Pink Bunny,37.798225, -122.428514,SIDEWALK,0,0,IN_PROGRESS
1785 UNION ST,Roam Artisan Burgers,37.797736, -122.428448,SIDEWALK,0,0,IN_PROGRESS
1775 UNION ST,Fillmore & 5th,37.797736, -122.428448,SIDEWALK,0,0,IN_PROGRESS
1763 UNION ST,Marina Dental,37.797716, -122.428267,SIDEWALK,0,0,IN_PROGRESS
1750 UNION ST,Moulin Pooch,37.798309, -122.428156,SIDEWALK,0,0,IN_PROGRESS
1757 UNION ST,multiple,37.797737, -122.428136,SIDEWALK,0,0,IN_PROGRESS
1749 UNION ST,Chez Berlue,37.797781, -122.428059,SIDEWALK,0,0,IN_PROGRESS
1738 UNION ST,Dermal Essentials,37.798360, -122.428011,SIDEWALK,0,0,IN_PROGRESS
1747 UNION ST,Cow Hollow Shoe Repair,37.797798, -122.427963,SIDEWALK,0,0,IN_PROGRESS
1745 UNION ST,V.W. Nails,37.797798, -122.427963,SIDEWALK,0,0,IN_PROGRESS
1728 UNION ST,multiple,37.798342, -122.427896,SIDEWALK,0,0,IN_PROGRESS
1725 UNION ST,Crunch Fitness,37.797827, -122.427730,SIDEWALK,0,0,IN_PROGRESS
1715 UNION ST,Pane E Vino,37.797844, -122.427598,SIDEWALK,0,0,IN_PROGRESS
1704 UNION ST,Weddington Way,37.798355, -122.427487,SIDEWALK,0,0,IN_PROGRESS
1700 UNION ST,multiple,37.798355, -122.427487,SIDEWALK,0,0,IN_PROGRESS
1700 CHURCH ST,Regent Thai ,37.743555, -122.426938,SIDEWALK,0,0,IN_PROGRESS
1706 CHURCH ST,Drewes Meats ,37.74348208, -122.42693152,SIDEWALK,0,0,IN_PROGRESS
1708 CHURCH ST,Henry's Hunan,37.74341361, -122.42692501,SIDEWALK,0,0,IN_PROGRESS
1732 CHURCH ST,Coin Wash Dry ,37.74320822, -122.42690549,SIDEWALK,0,0,IN_PROGRESS
1740 CHURCH ST,Tataki Sushi,37.74307129, -122.42689248,SIDEWALK,0,0,IN_PROGRESS
1748 CHURCH ST,Toast Eatery,37.74300283, -122.42688598,SIDEWALK,0,0,IN_PROGRESS
1768 CHURCH ST,Danny's Dry Cleaners,37.74269081, -122.42676963,SIDEWALK,0,0,IN_PROGRESS
1752 CHURCH ST,KitchenSync,37.74269081, -122.42676963,SIDEWALK,0,0,IN_PROGRESS
1772 CHURCH ST,Edward Jones Investment,37.74253242, -122.42675458,SIDEWALK,0,0,IN_PROGRESS
1451 CHURCH ST,Noe Valley Pet Company,37.747591, -122.426724,SIDEWALK,0,0,IN_PROGRESS
